new_results_file,ingest_time,incoming_rows,added_rows,total_rows_after_save,master_storage_file
results/tables/phase5/phase5_dbloss_full_metrics.csv,2026-03-29 01:13:08,9,9,9,results/tables/all_incremental_results_storage.csv
